0,0,0,6.56E-07,-8.41937,0.01061,4.8,-0.01173,-0.70702,-0.01173,0.707,2020_09_02_16_14_14_405
0,0,0,6.56E-07,-8.41937,0.01061,4.8,-0.01173,-0.70702,-0.01173,0.707,2020_09_02_16_14_14_480
0,0,0,6.57E-07,-8.41937,0.01061,4.8,-0.01173,-0.70702,-0.01173,0.707,2020_09_02_16_14_14_559
0,0,0,6.57E-07,-8.41937,0.01061,4.8,-0.01173,-0.70702,-0.01173,0.707,2020_09_02_16_14_14_636
0,0,0,6.57E-07,-8.41937,0.01061,4.8,-0.01173,-0.70702,-0.01173,0.707,2020_09_02_16_14_14_713
0,0,0,6.57E-07,-8.41937,0.01061,4.8,-0.01173,-0.70702,-0.01173,0.707,2020_09_02_16_14_14_783
0,0,0,6.57E-07,-8.41937,0.01061,4.8,-0.01173,-0.70702,-0.01173,0.707,2020_09_02_16_14_14_857
0,0,0,6.58E-07,-8.41937,0.01061,4.8,-0.01173,-0.70702,-0.01173,0.707,2020_09_02_16_14_14_933
0,0,0,6.58E-07,-8.41937,0.01061,4.8,-0.01173,-0.70702,-0.01173,0.707,2020_09_02_16_14_15_003
0,0,0,6.58E-07,-8.41937,0.01061,4.8,-0.01173,-0.70702,-0.01173,0.707,2020_09_02_16_14_15_079
0,0,0,6.58E-07,-8.41937,0.01061,4.8,-0.01173,-0.70702,-0.01173,0.707,2020_09_02_16_14_15_154
0,0,0,6.59E-07,-8.41937,0.01061,4.8,-0.01173,-0.70702,-0.01173,0.707,2020_09_02_16_14_15_227
0,0,0,6.59E-07,-8.41937,0.01061,4.8,-0.01173,-0.70702,-0.01173,0.707,2020_09_02_16_14_15_297
0,0.2255547,0,0.3996786,-8.42813,0.0106,4.8,-0.01177,-0.70698,-0.01177,0.70704,2020_09_02_16_14_15_376
0,0.4630086,0,1.275132,-8.46146,0.01055,4.79999,-0.01186,-0.70704,-0.01186,0.70697,2020_09_02_16_14_15_452
0,0.2264565,0,1.698956,-8.51657,0.01041,4.80001,-0.0119,-0.70682,-0.01188,0.70719,2020_09_02_16_14_15_531
0,0,0,1.717844,-8.57824,0.01025,4.80004,-0.01184,-0.70682,-0.01184,0.70719,2020_09_02_16_14_15_612
0,0,0,1.70087,-8.63929,0.01013,4.80008,-0.01177,-0.70683,-0.01177,0.70719,2020_09_02_16_14_15_685
0,0,0,1.688249,-8.68469,0.01008,4.8001,-0.01174,-0.70683,-0.01173,0.70719,2020_09_02_16_14_15_760
0,0,0,1.671565,-8.74469,0.01005,4.80013,-0.01171,-0.70683,-0.0117,0.70719,2020_09_02_16_14_15_838
0,0,0,1.655047,-8.8041,0.01005,4.80016,-0.0117,-0.70683,-0.01169,0.70719,2020_09_02_16_14_15_917
0,0,0,1.638693,-8.86293,0.01006,4.80019,-0.0117,-0.70683,-0.01169,0.70719,2020_09_02_16_14_15_993
0,0,0,1.6225,-8.92117,0.01007,4.80022,-0.0117,-0.70683,-0.0117,0.70719,2020_09_02_16_14_16_063
0,0,0,1.61046,-8.96447,0.01007,4.80024,-0.0117,-0.70683,-0.0117,0.70719,2020_09_02_16_14_16_133
0,0.2293503,0,2.034214,-9.03137,0.01007,4.80028,-0.01175,-0.70683,-0.01174,0.70719,2020_09_02_16_14_16_210
0,0.4595319,0,2.879717,-9.12275,0.01002,4.80033,-0.01184,-0.70682,-0.01183,0.70719,2020_09_02_16_14_16_287
0,0.6804303,0,3.819903,-9.21661,0.00991,4.80037,-0.01192,-0.70682,-0.01192,0.70719,2020_09_02_16_14_16_360
0,0.9124656,0,5.489516,-9.39,0.00966,4.80046,-0.01205,-0.70682,-0.01204,0.70719,2020_09_02_16_14_16_438
0,1,0,7.321125,-9.62702,0.00927,4.80059,-0.01215,-0.70682,-0.01215,0.70719,2020_09_02_16_14_16_513
0,1,0,9.158796,-9.92997,0.00877,4.80074,-0.0122,-0.70682,-0.01219,0.70718,2020_09_02_16_14_16_585
0,1,0,10.97737,-10.29822,0.00819,4.80094,-0.0122,-0.70682,-0.01219,0.70718,2020_09_02_16_14_16_662
0,1,0,12.29896,-10.6176,0.00898,4.8011,-0.01211,-0.70682,-0.0121,0.70719,2020_09_02_16_14_16_732
0,0.7736383,0,13.77867,-11.09267,0.00885,4.80135,-0.01208,-0.70682,-0.01208,0.70719,2020_09_02_16_14_16_808
0,0.5590705,0,14.63004,-11.47703,0.00821,4.80155,-0.01202,-0.70682,-0.01201,0.70719,2020_09_02_16_14_16_879
0,0.3385702,0,15.18638,-12.00991,0.00743,4.80182,-0.01185,-0.70682,-0.01184,0.70719,2020_09_02_16_14_16_953
0,0.1283236,0,15.32425,-12.55287,0.00691,4.8021,-0.01168,-0.70683,-0.01167,0.70719,2020_09_02_16_14_17_023
0,0,0,15.00942,-12.95924,0.0067,4.80232,-0.01156,-0.70683,-0.01156,0.7072,2020_09_02_16_14_17_090
0,0,0,15.22502,-13.36535,0.0066,4.80253,-0.0115,-0.70683,-0.0115,0.7072,2020_09_02_16_14_17_159
